run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
42,592.6,746.1,101,29,289,8.5,38.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
43,767.2,652.4,101,22,129,21.2,322.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
44,-282.2,-604.6,101,0,313,14.9,183.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
45,-615.5,253.1,101,23,207,12.3,58.4,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
46,-25.0,-261.4,101,4,60,24.7,189.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
47,453.8,-119.8,101,2,266,15.6,253.3,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
48,-243.5,226.0,101,35,275,30.6,302.4,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
49,-119.3,-156.6,101,27,6,3.5,97.8,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
50,288.4,161.2,101,2,235,4.6,281.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
51,-949.5,797.2,101,21,308,23.7,147.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
52,-105.1,12.5,101,44,337,26.1,134.0,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
53,204.6,42.7,101,22,305,4.7,88.1,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
54,-81.7,-803.4,101,12,234,19.7,307.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
55,-49.0,-302.1,101,5,348,30.2,317.4,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
56,509.9,-383.4,101,14,143,13.9,86.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
57,202.6,-88.8,101,28,149,16.7,149.7,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
58,-774.9,-222.7,101,27,103,6.9,337.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
59,-824.0,-30.2,101,32,163,8.6,90.1,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
60,470.7,-675.3,101,10,154,21.0,293.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
61,334.9,275.6,101,16,179,12.7,233.5,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
62,767.1,-377.5,101,26,180,22.1,214.9,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
63,787.0,-152.0,101,4,184,12.6,310.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
64,-852.0,-127.6,101,21,244,5.5,129.4,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
65,796.4,-598.0,101,11,41,9.8,311.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
66,362.3,285.6,101,4,249,1.1,300.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
67,599.2,-286.4,101,38,62,30.5,286.6,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
68,655.7,-780.9,101,12,240,29.6,64.3,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
69,414.1,-233.8,101,1,54,7.8,342.2,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
70,-443.1,-250.1,101,31,29,15.1,236.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
71,-334.5,-755.4,101,14,206,6.9,126.4,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
72,108.5,-276.5,101,41,204,11.8,131.9,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
73,-138.6,-244.9,101,18,282,19.9,204.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
74,816.6,563.3,101,17,142,25.3,7.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
75,-681.7,-236.6,101,26,2,13.7,181.9,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
76,-872.9,-777.3,101,37,227,23.3,347.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
77,253.4,-339.3,101,44,0,5.2,275.7,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
78,-437.4,304.0,101,39,111,3.9,61.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
79,-773.0,715.1,101,16,99,10.0,8.4,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
80,464.5,689.0,101,43,137,3.1,279.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
81,-756.3,452.3,101,44,58,24.1,290.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
82,208.8,37.5,101,37,249,24.9,79.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
83,-462.3,353.8,101,32,212,21.3,47.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
84,-91.3,-899.4,101,31,262,15.6,179.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
85,406.7,-244.4,101,27,301,26.6,17.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
86,669.2,326.1,101,37,126,11.5,123.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
87,360.3,170.8,101,22,235,28.4,345.7,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
88,134.9,25.4,101,43,188,7.0,100.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
89,381.6,255.8,101,39,14,1.8,9.4,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
90,-522.3,123.2,101,1,259,0.4,298.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
91,208.2,-321.2,101,11,304,1.4,92.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
92,641.1,672.5,101,27,121,21.0,246.8,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
93,663.7,568.0,101,22,127,4.2,225.4,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
94,716.7,951.4,101,9,156,7.0,96.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
95,-7.1,857.9,101,14,333,24.0,166.7,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
96,-926.0,-1.1,101,7,302,22.9,74.2,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
97,-751.6,-910.7,101,41,48,13.0,69.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
98,-624.5,-590.5,101,45,27,20.4,191.1,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
99,114.3,-607.3,101,35,64,2.9,226.0,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
100,-321.8,527.6,101,14,326,21.9,184.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
101,-457.7,782.0,101,16,180,28.4,119.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
102,-41.2,-847.2,101,5,231,17.8,12.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
103,-729.9,-296.3,101,45,306,25.1,41.8,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
104,194.8,393.8,101,33,1,11.4,103.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
105,279.8,-678.7,101,21,212,13.0,186.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
106,817.7,869.6,101,27,101,15.3,162.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
107,-601.8,-489.7,101,34,66,6.8,93.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
108,714.9,463.8,101,22,143,19.1,128.4,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
109,348.7,104.5,101,11,280,9.0,277.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
110,302.0,941.7,101,40,331,13.5,266.2,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
111,-440.7,468.6,101,11,183,29.4,216.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
112,338.6,-244.9,101,10,275,2.5,159.4,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
113,-512.8,527.2,101,44,298,6.3,21.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
114,943.8,843.2,101,4,356,17.8,16.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
115,899.9,487.0,101,7,177,9.1,204.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
116,479.4,330.5,101,3,249,7.9,257.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
117,382.4,-700.2,101,12,216,26.4,245.2,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
118,71.9,-472.8,101,0,3,30.8,329.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
119,-954.1,-871.7,101,28,295,1.9,101.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
120,-293.8,551.0,101,13,332,0.7,323.3,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
121,631.7,54.8,101,13,194,18.5,18.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
122,-677.6,-151.3,101,12,169,18.2,308.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
123,-927.1,729.6,101,1,321,28.8,272.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
124,-22.1,530.3,101,26,281,19.9,42.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
125,-274.5,-391.1,101,39,114,23.2,271.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
126,-540.2,237.2,101,35,244,1.7,181.8,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
127,-854.3,129.9,101,25,121,5.5,326.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
128,-626.0,100.8,101,11,120,10.7,80.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
129,-797.2,728.1,101,14,105,1.8,332.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
130,-202.6,869.3,101,3,272,22.3,17.3,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
131,-541.2,783.7,101,42,122,18.0,296.1,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
132,491.5,822.2,101,38,252,1.9,317.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
133,-222.1,-472.3,101,10,246,30.3,79.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
134,749.7,-871.8,101,45,99,18.3,108.4,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
135,111.4,185.4,101,16,115,7.1,219.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
136,285.9,-658.8,101,12,45,17.6,279.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
137,-788.9,371.9,101,37,80,21.1,172.4,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
138,-89.9,840.6,101,34,261,27.8,73.2,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
139,-2.3,223.8,101,6,312,2.0,132.4,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
140,925.7,204.4,101,0,344,19.5,163.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
141,664.8,-590.5,101,14,312,25.7,342.0,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
142,15.4,328.2,101,23,40,28.6,212.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
143,69.6,-83.1,101,31,164,10.1,93.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
144,647.8,795.4,101,4,95,12.5,46.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
145,689.4,-521.6,101,41,195,27.0,4.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
146,-245.7,400.7,101,0,295,0.8,102.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
147,933.3,-559.0,101,9,245,4.7,271.1,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
148,-863.8,819.2,101,10,82,7.5,137.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
149,35.4,-260.6,101,26,125,7.1,21.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
150,122.0,-174.2,101,14,317,1.7,348.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
151,-402.4,69.4,101,16,269,3.5,93.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
152,-360.3,-154.6,101,6,248,9.5,238.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
153,42.5,-865.8,101,5,192,30.2,43.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
154,-656.6,-804.2,101,26,38,1.2,236.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
155,-621.8,96.9,101,11,144,27.2,17.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
156,-383.9,-777.1,101,23,167,25.2,218.4,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
157,-325.4,736.6,101,41,360,11.0,355.3,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
158,553.9,-71.3,101,11,24,29.2,149.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
159,-260.8,799.5,101,42,210,6.8,72.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
160,283.2,-237.1,101,38,134,23.6,9.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
161,-746.1,-591.5,101,7,124,12.7,97.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
162,223.1,-196.7,101,44,135,15.5,133.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
163,-621.7,-865.5,101,38,38,30.6,30.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
164,-883.6,-629.3,101,34,173,30.0,328.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
165,546.6,624.3,101,6,344,11.8,42.3,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
166,360.9,268.8,101,2,215,14.3,352.3,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
167,745.8,399.5,101,3,174,24.2,308.0,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
168,-921.2,-128.6,101,45,153,29.8,245.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
169,799.1,-701.1,101,14,228,19.0,320.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
170,646.5,-370.9,101,5,22,14.1,283.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
171,954.4,-185.4,101,35,155,9.9,79.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
172,15.3,-277.8,101,29,181,21.1,189.8,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
173,268.3,-59.9,101,45,347,23.0,252.1,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
174,193.4,-719.5,101,30,25,23.5,264.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
175,303.3,-788.1,101,29,31,5.8,86.6,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
176,101.6,-262.6,101,24,224,9.4,201.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
177,-684.1,179.0,101,36,67,11.4,319.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
178,-232.0,-288.5,101,6,349,19.6,333.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
179,-774.4,-569.1,101,19,162,2.5,289.3,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
180,354.5,87.0,101,42,288,24.6,147.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
181,-340.2,-123.2,101,37,133,27.3,4.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
182,162.8,905.1,101,2,285,0.3,46.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
183,660.4,562.9,101,35,244,29.9,113.0,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
184,-631.6,-511.3,101,9,349,19.1,279.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
185,230.7,-245.2,101,24,19,19.2,291.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
186,56.2,569.4,101,11,332,4.3,336.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
187,-790.5,-690.9,101,1,272,3.2,346.4,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
188,420.0,-69.4,101,38,321,1.9,129.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
189,451.3,833.5,101,32,294,6.7,92.8,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
190,-308.9,-32.8,101,9,145,29.4,314.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
191,-502.9,183.3,101,21,130,6.1,145.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
192,-569.8,-715.0,101,0,1,4.6,66.0,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
193,-729.9,187.2,101,19,293,15.7,1.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
194,67.4,302.4,101,13,351,13.0,161.1,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
195,-369.5,183.9,101,44,59,11.9,73.3,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
196,-26.2,288.1,101,39,201,3.7,295.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
197,574.4,-643.4,101,30,131,15.9,113.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
198,-398.8,-775.6,101,16,10,19.4,353.4,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
199,231.2,-153.4,101,29,91,22.5,261.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
200,416.0,541.6,101,3,114,28.2,192.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
201,572.2,-341.0,101,32,289,25.7,96.5,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
202,236.0,612.7,101,8,197,15.4,107.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
203,690.7,441.3,101,14,307,16.1,263.0,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
204,-809.0,79.7,101,42,117,2.0,140.6,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
205,711.8,-163.4,101,23,353,3.3,279.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
206,-310.9,-208.3,101,33,215,1.7,336.5,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
207,504.0,-869.9,101,33,173,10.1,227.1,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
208,500.6,183.8,101,43,157,24.2,94.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
209,42.1,377.1,101,37,1,24.2,215.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
210,-753.2,-125.8,101,41,84,7.9,207.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
211,-480.3,-672.6,101,0,50,1.9,7.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
212,876.6,-411.9,101,28,293,22.2,87.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
213,343.9,84.6,101,11,23,8.8,5.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
214,-881.2,562.1,101,10,178,30.1,97.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
215,308.2,-11.3,101,4,46,21.2,19.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
216,-758.5,909.4,101,10,135,6.6,284.1,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
217,-314.4,195.6,101,11,330,27.6,351.7,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
218,-311.1,-442.8,101,0,148,7.1,144.9,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
219,844.4,918.7,101,19,7,17.9,239.3,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
220,671.4,-585.7,101,8,157,3.8,274.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
221,-47.3,326.5,101,14,182,0.5,36.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
222,-316.7,380.9,101,2,135,29.1,254.8,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
223,34.0,-408.4,101,5,222,30.0,76.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
224,-841.7,609.9,101,42,134,25.0,195.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
225,-786.5,-769.0,101,11,247,15.1,248.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
226,-18.2,-349.1,101,30,101,5.8,155.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
227,-381.7,-799.6,101,15,37,24.1,258.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
228,747.5,627.6,101,41,8,9.3,228.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
229,375.0,-417.0,101,38,78,29.6,56.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
230,-558.8,-118.4,101,5,266,9.6,70.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
231,-471.8,-192.1,101,18,146,9.1,178.5,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
232,-490.8,314.6,101,16,77,4.7,207.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
233,-950.2,-270.2,101,38,329,19.9,252.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
234,-45.2,-424.9,101,14,6,21.7,132.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
235,863.6,-957.5,101,32,284,19.9,28.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
236,557.7,733.7,101,5,30,24.2,187.8,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
237,455.3,958.7,101,20,297,28.9,298.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
238,189.7,822.9,101,29,262,8.4,124.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
239,-84.0,223.9,101,13,161,11.8,295.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
240,86.5,563.2,101,3,341,5.3,172.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
241,857.1,770.9,101,24,121,1.6,81.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
242,508.0,-211.2,101,21,109,1.9,347.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
243,-575.8,-647.8,101,39,274,3.2,246.1,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
244,-627.5,515.4,101,32,61,2.9,285.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
245,382.5,-561.8,101,8,54,18.6,118.0,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
246,7.0,-335.1,101,25,85,25.3,149.8,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
247,375.4,-914.1,101,8,252,30.6,311.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
248,154.4,529.4,101,15,78,29.1,28.5,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
249,-682.7,-442.1,101,4,192,1.9,240.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
250,-613.2,-554.3,101,32,74,21.9,83.5,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
251,283.1,425.0,101,19,230,19.3,31.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
252,-214.0,-694.6,101,43,180,20.9,262.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
253,50.9,359.8,101,42,136,21.2,321.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
254,-843.1,125.1,101,31,211,4.5,56.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
255,-441.0,-840.4,101,22,271,4.2,205.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
256,-414.7,560.4,101,23,259,20.7,171.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
