run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
17,51.6,311.0,101,19,224,18.0,39.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
18,-812.3,-555.1,101,11,272,0.0,2.8,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
19,-18.5,709.8,101,21,34,0.2,139.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
20,101.9,106.6,101,9,142,9.2,194.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
21,85.1,931.3,101,22,54,2.7,180.3,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
22,-154.7,-769.5,101,25,129,18.5,181.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
23,630.8,-855.0,101,40,1,27.1,51.2,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
24,531.5,682.2,101,21,220,3.4,277.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
25,877.3,150.7,101,23,43,25.6,167.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
26,541.3,640.3,101,10,14,17.8,280.5,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
27,-811.3,308.5,101,13,151,18.0,138.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
28,-308.3,567.2,101,18,296,19.3,17.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
29,-259.6,-695.5,101,27,131,11.0,339.1,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
30,-688.6,-578.6,101,19,22,20.9,259.9,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
31,782.0,208.6,101,2,156,12.4,156.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
32,262.2,-861.6,101,6,209,29.4,74.7,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
33,877.3,744.5,101,3,43,24.8,13.1,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
34,642.3,640.1,101,19,265,6.0,30.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
35,353.0,-452.0,101,15,344,3.0,200.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
36,354.3,-292.0,101,45,155,8.4,242.3,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
37,-171.3,282.2,101,3,250,9.6,302.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
38,222.3,498.5,101,44,237,7.7,265.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
39,-84.7,507.0,101,23,209,31.0,38.4,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
40,-311.2,-20.3,101,36,250,9.5,154.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
41,651.1,638.0,101,14,134,10.9,115.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
42,711.7,809.4,101,43,111,2.3,273.4,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
43,646.6,608.9,101,28,167,23.0,77.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
44,468.4,-121.9,101,10,309,8.9,342.0,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
45,307.8,901.5,101,38,351,20.2,293.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
46,-739.5,-401.7,101,18,40,21.5,152.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
47,34.3,-459.9,101,22,112,4.3,2.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
48,795.0,31.8,101,14,167,14.1,156.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
49,952.4,-843.0,101,12,39,27.9,147.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
50,-896.3,-878.3,101,17,294,12.4,352.3,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
51,-189.1,786.2,101,29,290,3.9,247.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
52,606.9,-274.2,101,0,36,4.7,131.4,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
53,807.1,-103.5,101,35,260,2.1,117.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
54,542.6,-345.8,101,13,264,22.5,197.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
55,-416.9,-19.7,101,17,291,28.7,9.4,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
56,662.0,-908.6,101,43,60,0.2,304.8,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
57,267.3,389.2,101,19,208,18.6,206.1,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
58,-409.6,-233.8,101,35,226,5.5,295.6,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
59,446.7,337.5,101,9,177,18.7,49.4,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
60,152.8,457.1,101,20,90,24.3,176.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
61,-914.0,708.5,101,45,63,13.6,76.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
62,474.1,-463.4,101,27,221,0.7,144.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
63,-468.9,605.1,101,5,330,13.6,208.9,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
64,695.4,722.0,101,14,154,3.3,308.0,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
65,694.8,605.3,101,21,310,23.3,138.0,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
66,251.8,-272.3,101,12,44,21.8,56.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
67,-362.8,-840.5,101,11,279,23.4,160.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
68,482.2,-947.6,101,31,77,20.7,261.1,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
69,-759.0,4.0,101,8,273,1.6,54.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
70,236.6,-110.6,101,40,277,13.0,82.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
71,-698.9,-915.0,101,42,244,0.6,187.9,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
72,-773.0,454.3,101,7,113,16.6,334.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
73,782.3,-872.3,101,32,288,29.6,79.8,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
74,-54.3,-500.3,101,6,178,24.9,205.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
75,682.8,549.0,101,11,359,30.6,135.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
76,892.0,-113.2,101,31,289,11.4,298.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
77,-780.9,534.5,101,40,359,29.2,302.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
78,-420.8,-637.2,101,15,257,27.6,87.5,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
79,260.6,-884.2,101,3,59,29.9,339.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
80,-519.9,758.7,101,42,92,16.0,288.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
81,-280.6,406.3,101,2,156,9.3,64.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
82,954.1,-722.4,101,20,22,11.1,91.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
83,308.3,354.5,101,17,348,20.7,209.7,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
84,841.9,339.5,101,0,38,14.8,140.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
85,401.4,-461.8,101,15,332,24.0,191.3,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
86,918.1,-719.0,101,17,194,13.0,90.2,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
87,-651.7,504.0,101,43,146,27.6,131.2,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
88,-477.1,-328.3,101,30,74,27.6,320.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
89,228.0,-387.0,101,44,159,28.8,43.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
90,-820.6,345.0,101,5,20,26.7,3.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
91,-856.1,-564.7,101,41,156,17.6,347.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
92,511.4,-2.9,101,9,103,7.6,150.8,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
93,959.4,-273.6,101,24,171,10.0,267.1,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
94,-106.6,88.3,101,28,290,18.8,261.2,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
95,-767.8,-13.2,101,3,32,3.9,40.8,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
96,-336.1,-259.0,101,33,186,20.0,325.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
97,261.9,-527.4,101,8,275,20.5,341.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
98,38.9,399.9,101,20,124,18.6,145.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
99,-321.6,297.9,101,2,20,16.9,351.5,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
100,-633.6,233.7,101,40,193,16.3,137.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
101,-502.6,-384.5,101,0,316,17.9,216.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
102,-607.5,954.2,101,17,302,5.6,193.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
103,-186.8,900.0,101,32,226,2.6,60.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
104,-460.0,-858.8,101,0,80,14.1,138.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
105,-665.8,282.0,101,25,87,1.1,24.6,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
106,-703.1,-764.0,101,13,48,21.2,170.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
107,-461.6,-587.0,101,42,156,25.7,85.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
108,-410.9,-928.1,101,10,122,11.9,218.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
109,-407.5,-27.8,101,45,281,4.2,334.4,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
110,837.6,131.4,101,26,346,24.5,326.2,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
111,-957.2,-101.4,101,11,309,28.5,74.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
112,-656.2,-603.9,101,36,131,20.1,105.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
113,-188.4,641.8,101,9,137,28.3,217.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
114,742.9,-320.0,101,10,117,25.7,5.5,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
115,-202.9,360.5,101,3,294,25.3,356.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
116,-61.5,-347.9,101,3,84,0.1,350.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
117,659.7,747.3,101,2,299,4.1,30.9,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
118,549.0,628.3,101,42,222,21.2,59.7,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
119,830.8,400.8,101,36,181,26.0,56.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
120,-557.9,-734.8,101,8,316,22.8,303.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
121,-683.5,-721.8,101,1,92,21.6,82.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
122,-347.3,97.3,101,26,227,19.2,210.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
123,-831.8,558.6,101,27,131,20.4,359.3,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
124,-697.2,-402.9,101,17,124,19.7,91.5,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
125,-597.4,951.0,101,30,360,4.2,264.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
126,-544.2,932.0,101,32,99,10.5,71.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
127,-867.4,104.1,101,21,28,29.9,227.1,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
128,546.8,906.0,101,40,77,13.0,5.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
129,-372.9,220.2,101,24,94,10.9,133.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
130,-716.0,896.0,101,34,261,10.2,138.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
131,628.9,-98.0,101,37,9,25.4,80.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
132,-368.0,406.5,101,40,359,22.0,350.3,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
133,808.2,-783.5,101,16,206,6.4,319.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
134,-467.1,-6.4,101,35,113,3.5,294.1,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
135,573.6,-573.4,101,27,56,23.1,122.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
136,-547.6,-160.3,101,18,60,20.4,102.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
137,-675.3,-904.4,101,30,209,8.2,238.9,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
138,-16.2,-648.4,101,32,139,6.1,227.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
139,244.5,-762.3,101,9,71,1.7,110.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
140,166.4,934.8,101,28,65,16.0,136.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
141,-775.0,-561.7,101,24,50,24.4,241.8,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
142,775.0,780.7,101,2,152,21.9,359.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
143,-560.8,-154.9,101,1,140,2.5,70.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
144,414.1,241.6,101,30,340,10.6,92.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
145,947.6,-756.1,101,6,107,26.4,94.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
146,446.1,-760.4,101,39,191,10.6,337.9,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
147,-299.5,-874.1,101,13,181,7.3,35.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
148,368.4,38.6,101,29,247,21.7,111.6,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
149,519.1,-726.7,101,35,26,24.2,263.3,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
150,-430.3,-195.6,101,15,15,23.8,240.8,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
151,8.3,376.8,101,27,202,15.5,338.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
152,737.9,787.1,101,29,159,20.0,35.7,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
153,743.0,546.8,101,19,131,30.6,284.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
154,792.1,-948.8,101,20,330,28.6,193.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
155,894.2,119.7,101,13,359,13.7,166.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
156,758.6,-649.9,101,27,2,16.0,57.5,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
157,931.0,-472.7,101,44,83,9.7,73.1,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
158,88.6,605.6,101,23,339,16.8,154.4,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
159,-79.0,-189.4,101,30,218,20.0,112.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
160,343.4,39.6,101,34,220,11.0,103.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
161,-12.9,-707.0,101,41,263,1.9,327.5,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
162,-10.5,-151.3,101,7,159,1.0,74.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
163,835.4,620.8,101,38,31,5.7,15.5,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
164,918.3,166.2,101,39,20,20.4,144.7,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
165,-836.1,563.0,101,25,345,22.1,215.6,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
166,-324.9,-917.7,101,21,150,4.5,263.3,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
167,142.6,113.2,101,23,50,25.4,303.3,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
168,-352.1,770.8,101,25,23,4.8,308.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
169,752.4,601.6,101,16,349,22.7,227.1,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
170,949.2,959.0,101,18,302,20.2,22.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
171,-405.3,942.1,101,15,251,10.0,169.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
172,-259.7,-216.9,101,22,349,16.8,151.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
173,-911.4,811.3,101,32,141,30.3,265.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
174,-451.1,-823.3,101,26,224,0.3,41.4,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
175,-546.1,-581.0,101,30,156,5.8,337.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
176,603.0,395.5,101,12,147,0.2,114.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
177,172.5,643.5,101,37,315,1.0,332.7,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
178,-582.9,503.2,101,11,251,4.4,282.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
179,-285.5,-813.5,101,9,215,12.1,227.8,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
180,-666.1,807.7,101,45,309,25.0,4.3,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
181,371.3,-259.6,101,44,51,13.1,108.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
182,-422.0,765.9,101,24,58,22.5,235.9,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
183,-83.8,-476.1,101,17,292,5.3,333.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
184,-912.6,423.1,101,15,144,5.0,317.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
185,631.5,273.4,101,3,335,24.4,266.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
186,-770.6,-579.5,101,30,150,27.2,307.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
187,-379.1,72.8,101,4,1,17.5,268.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
188,553.9,-75.1,101,29,164,11.1,72.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
189,253.1,-267.5,101,27,297,28.9,222.3,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
190,-51.6,699.5,101,11,238,15.6,184.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
191,487.3,567.1,101,15,259,5.4,316.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
192,338.1,-37.3,101,43,40,17.1,87.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
193,617.4,565.0,101,15,131,5.2,147.5,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
194,-781.4,34.4,101,4,208,27.1,302.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
195,648.1,-644.6,101,38,171,18.9,190.0,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
196,-793.8,-811.6,101,2,314,13.0,308.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
197,215.7,461.9,101,43,76,8.1,174.1,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
198,-712.8,489.7,101,3,318,3.9,143.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
199,131.0,-780.8,101,38,34,25.7,12.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
200,723.5,708.4,101,17,9,21.8,314.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
201,370.5,45.7,101,42,258,24.9,69.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
202,791.7,-418.3,101,12,197,0.5,87.3,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
203,-520.3,-37.6,101,12,99,25.4,305.0,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
204,870.4,323.9,101,25,160,15.7,252.3,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
205,-828.9,-254.9,101,29,140,26.7,306.4,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
206,328.3,308.4,101,37,357,30.9,317.5,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
207,-671.0,-209.5,101,13,234,15.4,119.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
208,-200.3,40.3,101,10,343,28.7,274.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
209,170.3,-499.7,101,6,340,20.2,273.0,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
210,-642.2,-799.1,101,37,309,15.3,327.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
211,207.1,337.5,101,16,321,11.9,265.9,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
212,-447.5,-52.2,101,41,83,8.9,245.5,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
213,-845.4,314.1,101,25,358,3.1,265.4,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
214,654.0,-619.1,101,39,235,15.7,214.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
215,233.7,-7.6,101,16,222,20.6,148.9,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
216,405.1,-738.0,101,24,143,27.5,344.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
217,-794.4,113.8,101,0,315,16.8,16.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
218,310.3,-906.4,101,30,167,20.7,251.0,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
219,-479.7,465.5,101,42,125,19.9,9.4,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
220,-472.2,57.1,101,15,205,21.0,32.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
221,-612.3,-716.3,101,5,303,6.3,149.1,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
222,181.3,377.4,101,0,318,14.9,320.8,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
223,631.3,34.6,101,20,321,2.7,191.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
224,-236.5,475.0,101,44,148,15.7,84.5,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
225,-430.0,-336.1,101,25,229,7.8,303.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
226,890.5,-797.7,101,31,59,16.6,74.4,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
227,821.6,492.8,101,29,250,15.3,346.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
228,435.3,-229.1,101,23,306,2.7,277.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
229,-934.3,-84.1,101,5,264,15.6,128.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
230,-564.2,472.3,101,3,6,19.9,315.0,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
231,265.8,141.3,101,8,174,22.6,269.0,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
232,-544.5,736.1,101,32,168,11.6,48.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
233,825.7,-167.1,101,45,86,25.9,190.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
234,-577.0,144.4,101,38,170,24.7,105.4,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
235,-673.4,-884.2,101,33,359,4.6,323.6,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
236,-401.8,-263.3,101,9,159,25.1,217.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
237,562.7,673.6,101,7,245,0.3,132.5,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
238,-637.9,20.1,101,7,233,12.5,115.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
239,773.1,364.5,101,4,107,14.0,92.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
240,-548.0,-660.8,101,14,77,6.9,359.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
241,-706.0,64.2,101,17,9,29.8,94.4,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
242,-38.0,710.8,101,5,254,16.2,186.0,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
243,193.0,-458.0,101,29,327,8.5,175.2,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
244,519.4,-89.9,101,21,6,13.6,220.0,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
245,828.0,283.1,101,39,344,14.2,212.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
246,548.9,-251.2,101,32,165,5.4,188.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
247,750.2,-597.1,101,20,56,3.7,202.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
248,71.1,-375.7,101,43,78,5.9,145.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
249,-459.1,-830.1,101,34,163,2.8,172.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
250,933.8,529.4,101,28,180,3.3,182.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
251,-148.1,687.1,101,27,164,10.2,159.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
252,94.4,816.2,101,1,51,14.8,350.0,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
253,578.4,-244.7,101,43,168,11.2,150.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
254,-271.6,693.8,101,44,208,24.5,344.8,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
255,127.1,614.0,101,30,326,5.2,153.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
256,-844.0,-527.5,101,21,114,7.9,299.0,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
